tweet_id,author_id,text_customer,created_at,in_response_to_tweet_id,text_brand,intent,escalate,escalate_reason
1598120,180336,"This @AppleSupport update blows. And for what we pay for these phones, they should do that too.",Sun Nov 05 02:29:37 +0000 2017,1598120.0,@180336 It's important to be able to enjoy your phone. Send us a DM and we can look into this for you. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1981773,586607,Man what the fuck is this I️ @115858,Thu Nov 02 16:02:34 +0000 2017,1981773.0,@586607 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
364721,202412,@AppleSupport Thats wat i do but that works not always good...,Sun Oct 08 17:47:45 +0000 2017,364721.0,@202412 What kind of data is missing from your Watch backup? Send us a DM to let us know. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1921538,135307,"@AppleSupport I’m part of the Apple upgrade program. If I can’t pre order this time, I’ll be able to the next wave correct?",Fri Oct 27 00:56:44 +0000 2017,1921538.0,@135307 We'd like to guide you in the right direction. DM us the country or region you're located in and we'll go from there. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
961710,610268,@AppleSupport Is this true or false? https://t.co/DqF9O88IX7,Thu Oct 19 01:01:34 +0000 2017,961710.0,@610268 We'd be happy to help. Check out this link with more information on phishing emails: https://t.co/LNMCdqt6fD,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2239373,652950,"Rang @115858 support for help getting my iCloud to fucking work and ended up losing every photo/video I have, fucking good 1 apple, cheers👍🏼",Thu Oct 19 16:35:43 +0000 2017,2239373.0,@652950 We'd like to help. Let's meet in DM to work this out. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1107374,381358,@AppleSupport I’ve sent you a DM.,Tue Oct 24 00:37:24 +0000 2017,1107374.0,"@381358 We’ve received your DM, and we’ll respond from there shortly.",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
545262,175804,@AppleSupport hi I have an iPhone x that every 30 seconds or so is now re-locking itself. Even if I don’t unlock it to begin with or if I am actively using it. This fault developed in the middle of the night. Is it a known issue and what can be done to resolve? Thank you,Sat Dec 02 09:00:53 +0000 2017,545262.0,"@175804 Thank you for that information. Did this just start happening? Also, which iOS version is your device on?",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1470688,461360,@AppleSupport DO SOMETHING @115858 https://t.co/dIDiJhhclj,Mon Oct 16 20:28:21 +0000 2017,1470688.0,@461360 We'll help out. Let's start with the instructions here to try to resolve that No SIM message. https://t.co/UTP2qBi1Is,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2144654,344743,"@AppleSupport Ok, how do I fix “it” changing to I.T.",Thu Nov 09 00:13:23 +0000 2017,2144654.0,@344743 Let's look into this further via DM. Please confirm the version of iOS you're running to get started. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2015961,596145,@115858 can you fix the letter I️ pls https://t.co/e9NP7IYTux,Sun Nov 05 17:18:20 +0000 2017,2015961.0,@596145 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1005209,357919,So @115858 can make a phone that can read ur fingerprint And they cant make a charger that actually freakin charges?!!!,Sat Oct 14 07:54:51 +0000 2017,1005209.0,@357919 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2229409,650602,"@115858  what the fuck is wrong with your new ios, i slept with my phone battery percent at 45% and when i woke up it was 6% 😡😡😠",Fri Nov 10 09:48:05 +0000 2017,2229409.0,@650602 We want to help. Reach out via DM using the link below. Let us know what version of iOS 11 you're using. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
433077,218002,"Email posing as Apple. 😒

@AppleSupport https://t.co/LFrZOaWQd5",Tue Oct 10 14:45:05 +0000 2017,433077.0,@218002 Great catch. Thanks for reaching out. Learn how to report phishing emails to Apple here: https://t.co/LNMCdqt6fD,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
87052,135055,euh par contre c’est une vie ça de mettre à charger son téléphone mais que la batterie continue à diminuer?? @115858 jvous parle là,Thu Nov 30 09:38:17 +0000 2017,87052.0,@135055 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1659238,506235,@AppleSupport iPhone 7 plus,Tue Oct 17 15:53:50 +0000 2017,1659238.0,@506235 Do you subscribe to Apple Music?,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
63200,130498,@AppleSupport how can I add Night Mode to the control center in the new iOS?,Wed Nov 01 21:11:38 +0000 2017,63200.0,@130498 We're here for you. Which version of the iOS are you running? Check by tapping Settings &gt; General &gt; About.,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1020299,361432,@AppleSupport why can’t I send MMS pictures since updating to 11.0.3? Very frustrating Online support FAQs don’t offer a real fix #help,Sun Oct 22 21:50:36 +0000 2017,1020299.0,@361432 What happens when you try to send an MMS message? Let us know in a DM. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1502977,443505,@AppleSupport @115858 I've had my iPhone 7 for roughly 2 months and the battery life is already SHOCKING,Fri Nov 03 09:08:44 +0000 2017,1502977.0,"@443505 Let's take a look at your battery together. First, adjust settings to maximize your battery: https://t.co/yg6xBLkjbL",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2064323,312748,@AppleSupport when is the next update coming out to fix the damage 11.0.2 is causing?,Sat Oct 07 19:38:38 +0000 2017,2064323.0,@312748 We're here to help with any questions or concerns you have. Please DM us and we can go from there together. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
849912,321945,"@AppleSupport bonjour , depuis la maj iOS 11.0.3 mon iPhone6+ fige et le clavier est lent. Solution ? #obsolescence",Fri Oct 20 13:22:29 +0000 2017,849912.0,@321945 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj.,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
991133,354776,@AppleSupport I’m AirPlaying from an iPad Pro 10.5” running iOS 11.0.3 to a 4th gen TV running tvOS 11.,Sun Oct 22 04:48:39 +0000 2017,991133.0,@354776 We've got a great team of Apple TV specialists who can best assist you. Reach out to them here: https://t.co/IBIY3vMgPj,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1588838,488591,@AppleSupport I am still seeing the square with the question mark Inside even after updating to the new iOS,Sat Nov 04 19:46:31 +0000 2017,1588838.0,@488591 We're here for you. Check out this article for help: https://t.co/xU1AGHStV6,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1850132,199132,Ummm what @AppleSupport https://t.co/GeHtcf215B,Wed Oct 18 21:23:19 +0000 2017,1850132.0,"@199132 It looks like your email is connecting. Did this update for you? If not, please DM us. We'll meet you there to help. https://t.co/GDrqU22YpT",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
723995,293377,@AppleSupport WHY won’t Siri speak directions it’s dangerous as I drive and beg her to,Fri Oct 06 14:32:51 +0000 2017,723995.0,"@293377 We definitely want to look into this. To be sure we’re on the same page, are you using Maps for navigation, or another app?",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2051553,606705,I’m so sick of @115858’s deliberate “make old phones start fucking up” after new ones come out. I have the 7+ &amp; has NEVER been buggy til now,Thu Oct 05 20:28:02 +0000 2017,2051553.0,"@606705 That's not the experience we want for you, and we're here to help. To get started, DM us what's going on with your iPhone. https://t.co/GDrqU22YpT",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2271648,660894,@AppleSupport 11.1.2,Mon Nov 20 21:10:28 +0000 2017,2271648.0,@660894 Got it. We'd like to start some troubleshooting steps with you. Would you mind please joining us in DM? https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1434468,453053,@AppleSupport @115858 massive battery drainage lag while using phone hangs. Problem with ios11 Pl help serious issues with batter drainage,Mon Oct 16 18:27:05 +0000 2017,1434468.0,@453053 Send us a DM and let us know what version of iOS 11 you're running. We'll get started there. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
600439,262405,@115858 why my music keep stopping fam the x got to many problems fam,Sun Dec 03 20:25:44 +0000 2017,600439.0,"@262405 Let's look into this together. To start, can you DM us more information on what's going on, as well as which iOS version you're using with your iPhone X? https://t.co/GDrqU22YpT",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
620189,267196,@AppleSupport iOS 11.1.1,Wed Nov 22 16:48:07 +0000 2017,620189.0,@267196 Thanks. Are there specific apps or functions on the iPhone that cause this behavior? Let us know in DM. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1726279,522094,@521943 @115858 RT still fix I️t Apple!!!$,Tue Nov 07 03:11:38 +0000 2017,1726279.0,@522094 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2558613,594330,Why every time I️ out I️ Issa question mark @AppleSupport,Thu Nov 16 16:13:21 +0000 2017,2558613.0,@594330 Thanks for reaching out.  We know how important it is for your keyboard to respond as expected and we'll do everything we can to assist.  Have you had a chance to update to iOS 11.1.1?,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2294661,123687,"Okay, I’ve done all the updates and my phone is still locking itself 😠 @AppleSupport",Sat Nov 11 22:32:59 +0000 2017,2294661.0,@123687 We want to help you out. Send us a DM and we'll help you look into what's going on. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2410213,692972,"how is this possible?
@AppleSupport https://t.co/2Q4iYx62Cs",Tue Nov 14 16:02:51 +0000 2017,2410213.0,@692972 Thanks for reaching out. We can definitely look into this with you. Send us a DM and we'll look into this further. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
123066,143485,"@AppleSupport Also I’ll get notifications for old, read texts, and not for newer ones.",Fri Nov 24 00:45:27 +0000 2017,123066.0,@143485 Wounds like we've got a few things happening. We'll be happy to do all we can to help get this sorted out. Next step would be to update fully to iOS 11.1.2 which I the most current version. This guide will offer assistance if you need is: https://t.co/80YRnjDFDk,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
34610,123499,"Oh great, iMessage not working after the latest iOS update. 😐 @AppleSupport",Wed Nov 01 09:03:43 +0000 2017,34610.0,@123499 Thanks for reaching out. DM the specific issue you are seeing with Messages to get started. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1564068,482975,@AppleSupport That one. Annoying as hell.,Sat Nov 04 05:24:41 +0000 2017,1564068.0,@482975 Thanks for reaching out! We hear you. Try these steps and let us know how it goes: https://t.co/xU1AGIa4ME,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1643355,502262,@115858 updates are totally messing up my iPhone 7. Not even a year old and it’s acting all wonky. So annoyed. I️ swear they do this on purpose to make you upgrade. #timetogiveupiphone,Sun Nov 05 22:38:47 +0000 2017,1643355.0,"@502262 We hate to hear you're having trouble with your iPhone, but will do all we can to help. Which exact iOS version do you have?",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2078924,614846,iASS11 @AppleSupport https://t.co/aVh1FHnlRD,Mon Oct 09 15:59:52 +0000 2017,2078924.0,@614846 We'd love to help you with the keyboard. Have you already restarted your iPhone? Updated to iOS 11.0.2? Let us know in DM. https://t.co/GDrqU22YpT,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1143581,389161,"New iOS has pretty much slowed my phone down, made everything clunky &amp; doesn’t work. Good job @AppleSupport @115858 #iOS11 #Apple #AppleNews",Tue Oct 24 05:44:29 +0000 2017,1143581.0,@389161 We'd like to help.  Which specific iPhone and iOS 11 version are you using?,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
1688537,512726,Wtf is up with this “i” changing to I️ thing ? It’s pissing me off @AppleSupport,Mon Nov 06 17:25:16 +0000 2017,1688537.0,@512726 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
2485827,710067,How do I stop that lil vibrate when I refresh my tl??? @115858 help me,Wed Nov 15 12:43:09 +0000 2017,2485827.0,"@710067 We're glad to help. It sounds like you're describing the haptic feedback vibration. Which device and version of iOS are you using? Would you like to turn off all such feedback system-wide, or only in a specific app?",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
940959,343066,Why the fuck did my phone just make an alarm beeping sound @AppleSupport,Fri Oct 13 23:14:40 +0000 2017,940959.0,@343066 Let's work together to investigate. Is this the first time you've heard this? Was it accompanied by a visual notification?,general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
539929,245223,@AppleSupport Plz release ios 11.1.3 asap for solving the “spinning wheel black screen error” that i am facing from yesterday its coming again and again and stopping me to use my iphone i have to change date for temporary stop this problem,Sat Dec 02 05:35:16 +0000 2017,539929.0,"@245223 We’d like to offer some guidance on this. Let’s follow the steps in this article to resolve this issue, which includes updating to iOS version 11.2: https://t.co/osZOKKTalm

We’d recommend making sure you have a backup before updating your device.",general_inquiry,True,"Error parsing: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'This model models/gemini-2.5-flash is no longer available to new users. Please update your code to use models/gemini-3.6-flash for the latest features and improvements. We recommend you to use the Interactions API.', 'status': 'NOT_FOUND'}}"
